refno,material,property_name,property_value,property_unit,Has material been reported to be superconducting?,What is the highest measured Tc?,What is the lowest temp for measurement at which material was not superconducting?,file
PR0447042,Tm0.7Pr0.3Ba2Cu3O6.95,tc,64.1,K,Yes,64.1,,
PLA0850372,Tm0.84Lu0.16Fe3Si5,tc,2.44,K,Yes,2.44,,
PLA0850372,Tm0.8Lu0.2Fe3Si5,tc,2.79,K,Yes,2.79,,
PR0447042,Tm0.8Pr0.2Ba2Cu3O6.95,tc,77.9,K,Yes,77.9,,
PR04310568,Tm0.8Pr0.2Ba2Cu3O7-Z,tc,81.8,K,Yes,81.8,,
JJP0350974,Tm0.93Ca0.07Ba2Cu4O8,tc,83.3,K,Yes,83.3,,
JJP0350974,Tm0.95Ca0.05Ba2Cu4O8,tc,84.8,K,Yes,84.8,,
JJP0350974,Tm0.97Ca0.03Ba2Cu4O8,tc,81.2,K,Yes,81.2,,
JJP0350974,Tm0.99Ca0.01Ba2Cu4O8,tc,79.2,K,Yes,79.2,,
PR05403580,Tm0.9Ca0.1Ba2Cu3O7-z,tc,86.0,K,Yes,86,,
PLA0850372,Tm0.9Lu0.1Fe3Si5,tc,1.65,K,Yes,1.65,,
PR0447042,Tm0.9Pr0.1Ba2Cu3O6.95,tc,87.9,K,Yes,87.9,,
RMP0350001,Tm1,tcn,0.35,K,No,,0.35,
SSC0170721,Tm1.2Mo6S8,tc,1.95,K,Yes,1.95,,
JSC1320073,Tm1.2Pr0.8Ba4Cu7O14.652,tc,50.0,K,Yes,50,,
JSC1320073,Tm1.4Pr0.6Ba4Cu7O14.667,tc,60.0,K,Yes,60,,
PHC470S539,Tm1.4Y3.6Rh6Sn18,tc,3.14,K,Yes,3.14,,
JSC1320073,Tm1.6Pr0.4Ba4Cu7O14.722,tc,68.0,K,Yes,68,,
PHC2300385,Tm1.83Ca0.17Cu1O3.99,tc,30.0,K,Yes,30,,
PHC2350075,Tm1.83Ca0.17Cu1O4,tc,30.0,K,Yes,30,,
JSC1320073,Tm1.8Pr0.2Ba4Cu7O14.725,tc,76.0,K,Yes,76,,
PHC2000012,Tm1Ba1Sr1Cu3O6.94,tc,70.0,K,Yes,70,,
PR05305856,Tm1Ba2Cu2.55Fe0.45O7-y,tc,55.0,K,Yes,55,,
PR05305856,Tm1Ba2Cu2.55Ni0.45O7-y,tc,80.0,K,Yes,80,,
PR05305856,Tm1Ba2Cu2.775Ni0.225O7-y,tc,82.0,K,Yes,82,,
PR05305856,Tm1Ba2Cu2.7Fe0.3O7-y,tc,77.0,K,Yes,77,,
PR05305856,Tm1Ba2Cu2.7Ni0.3O7-y,tc,80.0,K,Yes,80,,
PR05305856,Tm1Ba2Cu2.85Fe0.15O7-y,tc,86.0,K,Yes,86,,
PR05305856,Tm1Ba2Cu2.85Ni0.15O7-y,tc,84.0,K,Yes,84,,
PR05305856,Tm1Ba2Cu2.925Fe0.075O7-y,tc,89.0,K,Yes,89,,
PR05305856,Tm1Ba2Cu2.925Ni0.075O7-y,tc,86.0,K,Yes,86,,
PRL0815636,Tm1Ba2Cu3O6.41,tc,19.0,K,Yes,19,,PRL0815636
PRL0815636,Tm1Ba2Cu3O6.44,tc,28.0,K,Yes,28,,PRL0815636
PRL0815636,Tm1Ba2Cu3O6.49,tc,50.0,K,Yes,50,,PRL0815636
PRB0360226,Tm1Ba2Cu3O6.65,tc,92.5,K,Yes,92.5,,
MLT0210021,Tm1Ba2Cu3O6.71,tc,78.0,K,Yes,78,,
PHC3870187,Tm1Ba2Cu3O6.72,tc,64.5,K,Yes,64.5,,
PHC3870187,Tm1Ba2Cu3O6.8,tc,79.8,K,Yes,79.8,,
PHC3870187,Tm1Ba2Cu3O6.86,tc,87.2,K,Yes,87.2,,
PHC3870187,Tm1Ba2Cu3O6.87,tc,83.6,K,Yes,83.6,,
PHC3870187,Tm1Ba2Cu3O6.91,tc,90.36,K,Yes,90.36,,
PHC3870187,Tm1Ba2Cu3O6.94,tc,89.88,K,Yes,89.88,,
PHC3870187,Tm1Ba2Cu3O6.95,tc,89.93,K,Yes,89.93,,
PHC3870187,Tm1Ba2Cu3O6.96,tc,89.88,K,Yes,89.88,,
PHC3870187,Tm1Ba2Cu3O6.99,tc,89.8,K,Yes,89.8,,
PRB0372285,Tm1Ba2Cu3O7,tc,92.1,K,Yes,92.1,,
JJP0261956,Tm1Ba2Cu3O7-Z,tc,92.0,K,Yes,92,,
PR05305856,Tm1Ba2Cu3O7-y,tc,90.0,K,Yes,90,,
JJP0261304,Tm1Ba2Cu3OX,tc,90.2,K,Yes,90.2,,
PHC1660185,Tm1Ba2Cu3OZ,tc,92.0,K,Yes,92,,
PHC2520013,Tm1Ba2Cu4O8,tc,80.0,K,Yes,80,,
MMM2700051,Tm1Fe2Ge2,tcn,1.8,K,No,,1.8,
JP01704383,Tm1Fe4P12,tcn,1.8,K,No,,1.8,
SSC0320937,Tm1Ir2Rh2B4,tc,4.38,K,Yes,4.38,,
SSC0320937,Tm1Ir3.6Rh0.4B4,tc,1.48,K,Yes,1.48,,
LES0780099,Tm1Ir3B2,tcn,1.2,K,No,,1.2,
SSC0320937,Tm1Ir4B4,tc,1.75,K,Yes,1.75,,
PHC4670009,Tm1Ni1.84Fe0.16B2C1,tc,3.99,K,Yes,3.99,,
PR05508497,Tm1Ni1.88Co0.24B2C1,tc,1.6,K,Yes,1.6,,
PHC4670009,Tm1Ni1.88Fe0.12B2C1,tc,5.52,K,Yes,5.52,,
PHC4670009,Tm1Ni1.8Fe0.2B2C1,tc,0.0,K,Yes,0,,
PR05508497,Tm1Ni1.91Co0.18B2C1,tc,3.2,K,Yes,3.2,,
PR05508497,Tm1Ni1.92Co0.16B2C1,tc,4.4,K,Yes,4.4,,
PHC4670009,Tm1Ni1.92Fe0.08B2C1,tc,7.39,K,Yes,7.39,,
PR05508497,Tm1Ni1.94Co0.12B2C1,tc,5.9,K,Yes,5.9,,
PR05508497,Tm1Ni1.96Co0.08B2C1,tc,7.7,K,Yes,7.7,,
PHC4670009,Tm1Ni1.96Fe0.04B2C1,tc,7.97,K,Yes,7.97,,
PR05508497,Tm1Ni1.97Co0.06B2C1,tc,8.7,K,Yes,8.7,,
PR05508497,Tm1Ni1.98Co0.04B2C1,tc,9.2,K,Yes,9.2,,
PR05508497,Tm1Ni1.99Co0.02B2C1,tc,10.3,K,Yes,10.3,,
PHC4670009,Tm1Ni1.9Fe0.1B2C1,tc,6.64,K,Yes,6.64,,
PR05100420,Tm1Ni2B2C1,tc,11.1,K,Yes,11.1,,
MRB0151441,Tm1Os1B2,tcn,1.0,K,No,,1,
JJP0280060,Tm1Pb1Sr2Ca3Cu4OZ,tc,38.0,K,Yes,38,,
PR0520839,Tm1Pd2Sn1,tc,1.92,K,Yes,1.92,,
PHC2230111,Tm1Rh1.3Sn4,tc,2.07,K,Yes,2.07,,
LES0780099,Tm1Rh3B2,tcn,1.2,K,No,,1.2,
NAS0741334,Tm1Rh4B4,tc,9.86,K,Yes,9.86,,
MRB0151441,Tm1Ru1B2,tcn,1.0,K,No,,1,
MRB0151489,Tm1Ru3.5Si2,tcn,1.0,K,No,,1,
BOOK1982,Tm1Ru3B2,tcn,1.2,K,No,,1.2,
JAC6220640,Tm1Sn1Ge1,tcn,0.35,K,No,,0.35,
PR04711337,Tm1Sr2Cu2.7Mo0.3OZ,tc,33.9,K,Yes,33.9,,
PR05308604,Tm1Sr2Cu2.85Re0.15Oy,tc,30.0,K,Yes,30,,
PHC2040043,Tm1Sr2Cu3Oz,tc,45.0,K,Yes,45,,
BOOK1982,Tm1Th3.4Ru0.6B4,tc,8.3,K,Yes,8.3,,
JSC1320073,Tm2Ba4Cu7O14.732,tc,88.0,K,Yes,88,,
PR05312389,Tm2Fe3Si5,tc,3.13,K,Yes,3.13,,
PRB070064403,Tm2Ir3Si5,tcn,1.5,K,No,,1.5,
P064064514,Tm2Rh3Si5,tcn,4.0,K,No,,4,
PR05912054,Tm2Rh3Sn5,tc,1.8,K,Yes,1.8,,
MRB0170963,Tm4Ir6Sn19,tcn,1.1,K,No,,1.1,
PHC1530485,Tm4Os4Si13,tc,2.6,K,Yes,2.6,,
MRB0170963,Tm4Rh6Sn19,tc,2.3,K,Yes,2.3,,
PHC470S539,Tm4Y1Rh6Sn18,tc,2.61,K,Yes,2.61,,
PR04307668,Tm5Ir4Si10,tc,1.9,K,Yes,1.9,,
PHC470S539,Tm5Rh2.4Co3.6Sn18,tc,1.27,K,Yes,1.27,,
PHC470S539,Tm5Rh3.6Co2.4Sn18,tc,1.57,K,Yes,1.57,,
PHC470S539,Tm5Rh4.8Co1.2Sn18,tc,1.97,K,Yes,1.97,,
JPS078073708,Tm5Rh6Sn18,tc,2.25,K,Yes,2.25,,
PRB065024437,U0.4La0.6Pd2Al3,tc,1.2,K,Yes,1.2,,
SSC0350091,U0.5Th0.5Os3B2,tc,4.14,K,Yes,4.14,,
PHB3120448,U0.6La0.4Pd2Al3,tcn,0.0,K,No,,0,
PRB065024437,U0.7La0.3Pd2Al3,tc,1.2,K,Yes,1.2,,
PRB065024437,U0.85La0.15Pd2Al3,tc,1.2,K,Yes,1.2,,
PHC4980014,U0.85Mo0.15,tc,2.11,K,Yes,2.11,,
PHB5450152,U0.85Nb0.15,tc,1.9,K,Yes,1.9,,
PHB5450152,U0.85Pt0.15,tc,0.75,K,Yes,0.75,,
PHB5450152,U0.85Ru0.15,tc,1.4,K,Yes,1.4,,
PHB5450152,U0.85Ti0.15,tc,0.45,K,Yes,0.45,,
PHC4980014,U0.88Mo0.12,tc,1.91,K,Yes,1.91,,
PHC4980014,U0.89Mo0.11,tc,1.25,K,Yes,1.25,,
PHB3120448,U0.8Y0.2Pd2Al3,tcn,0.0,K,No,,0,
PHB1990128,U0.92Gd0.02Pd2Al3,tc,0.64,K,Yes,0.64,,
PRL0571619,U0.9397Th0.0603Be13,tc,0.344,K,Yes,0.344,,
PR05815153,U0.948Th0.052Be13,tc,0.38,K,Yes,0.38,,
JAC6450158,U0.94Mo0.06,tc,0.78,K,Yes,0.78,,
PR05815153,U0.9535Th0.0465Be13,tc,0.415,K,Yes,0.415,,
PR05815153,U0.9545Th0.0455Be13,tc,0.46,K,Yes,0.46,,
PR05815153,U0.957Th0.043Be13,tc,0.533,K,Yes,0.533,,
PHB1990128,U0.95Gd0.05Pd2Al3,tcn,0.0,K,No,,0,
JAC6450158,U0.95Pd0.05,tc,0.69,K,Yes,0.69,,
JAC6450158,U0.95Pt0.05,tc,0.69,K,Yes,0.69,,
PRL0571619,U0.9622Th0.0378Be13,tc,0.557,K,Yes,0.557,,
PR06212477,U0.962Th0.038Be13,tc,0.56,K,Yes,0.56,,
PRL0571619,U0.974Th0.026Be13,tc,0.58,K,Yes,0.58,,
JAC2750480,U0.975Ce0.025Ru2Si2,tcn,0.35,K,No,,0.35,
PR05815153,U0.978Th0.022Be13,tc,0.558,K,Yes,0.558,,
PHC4980014,U0.97Mo0.03,tc,0.65,K,Yes,0.65,,
PRL0571619,U0.97Th0.03Be13,tc,0.623,K,Yes,0.623,,
PR05815153,U0.9815Th0.0185Be13,tc,0.519,K,Yes,0.519,,
PR05815153,U0.9822Th0.0178Be13,tc,0.519,K,Yes,0.519,,
PR05815153,U0.983Th0.017Be13,tc,0.525,K,Yes,0.525,,
JAC2130509,U0.98Ni2Al3,tc,1.145,K,Yes,1.145,,
PHB3120448,U0.98Th0.02Pd2Al3,tc,1.97,K,Yes,1.97,,
PHB1990128,U0.98Y0.02Pd2Al3,tcn,0.0,K,No,,0,
PRL0571619,U0.9911Th0.0089Be13,tc,0.66,K,Yes,0.66,,
PRL0571619,U0.9981Th0.019Be13,tc,0.573,K,Yes,0.573,,
PHB1990128,U0.99Gd0.01Pd2Al3,tc,1.16,K,Yes,1.16,,
JAC2130509,U0.99Pd2Al3,tc,1.94,K,Yes,1.94,,
PRL0814476,U0.99Th0.01Be13,tc,0.63,K,Yes,0.63,,
PHB3120448,U0.99Y0.01Pd2Al3,tc,1.13,K,Yes,1.13,,
PHB3120448,U0.9La0.1Pd2Al3,tcn,0.0,K,No,,0,
P072104508,U0.9Np0.1Co1Ga5,tc,7.2,K,Yes,7.2,,
PHB3120448,U0.9Th0.1Pd2Al3,tc,1.28,K,Yes,1.28,,
PHC4980014,U1,tc,1.24,K,Yes,1.24,,
JAC2130509,U1.01Pd2Al3,tc,1.88,K,Yes,1.88,,
JAC2130509,U1.02Ni2Al3,tc,0.51,K,Yes,0.51,,
PR0510404,U1Be12.9558B0.0442,tc,0.988,K,Yes,0.988,,
PR0510404,U1Be12.9701B0.0299,tc,1.66,K,Yes,1.66,,
PR0510404,U1Be12.9896B0.0104,tc,1.89,K,Yes,1.89,,
P077140506,U1Co1Ge0.92Si0.08,tc,0.288,K,Yes,0.288,,P077140506
P077140506,U1Co1Ge0.94Si0.06,tc,0.423,K,Yes,0.423,,P077140506
P077140506,U1Co1Ge0.96Si0.04,tc,0.541,K,Yes,0.541,,P077140506
P077140506,U1Co1Ge0.98Si0.02,tc,0.667,K,Yes,0.667,,P077140506
P077140506,U1Co1Ge0.9Si0.1,tc,0.153,K,Yes,0.153,,P077140506
L099067006,U1Co1Ge1,tc,0.8,K,Yes,0.8,,L099067006
P077140506,U1Co1Si1,tcn,0.23,K,No,,0.23,P077140506
SSC0520797,U1Ir2Ge2,tc,1.1,K,Yes,1.1,,
SSC0520797,U1Ir2Si2,tc,1.1,K,Yes,1.1,,
BOOK1982,U1Ir3B2,tcn,1.2,K,No,,1.2,
JAC2130509,U1Ni1.95Al3.05,tc,0.16,K,Yes,0.16,,
JAC2130509,U1Ni1.98Al3,tc,1.13,K,Yes,1.13,,
JAC2130509,U1Ni2.02Al3,tc,1.14,K,Yes,1.14,,
JAC2130509,U1Ni2.05Al2.98,tcn,0.4,K,No,,0.4,
JAC2130509,U1Ni2Al2.98,tc,1.155,K,Yes,1.155,,
JAC2130509,U1Ni2Al3,tc,1.126,K,Yes,1.126,,
JAC2130509,U1Ni2Al3.02,tc,1.135,K,Yes,1.135,,
PR05100420,U1Ni2B2C1,tcn,2.0,K,No,,2,
BOOK1982,U1Os3B2,tcn,1.2,K,No,,1.2,
JAC2130509,U1Pd1.98Al3,tc,1.2,K,Yes,1.2,,
JAC2130509,U1Pd2.02Al3,tc,0.83,K,Yes,0.83,,
PR05600846,U1Pd2Al0.3Ga2.7,tcn,0.05,K,No,,0.05,
PR05600846,U1Pd2Al0.6Ga2.4,tcn,0.05,K,No,,0.05,
PR05600846,U1Pd2Al1.02Ga1.98,tcn,0.05,K,No,,0.05,
PR05600846,U1Pd2Al2.01Ga0.99,tcn,0.05,K,No,,0.05,
PR05600846,U1Pd2Al2.4Ga0.6,tc,0.33,K,Yes,0.33,,
PR05600846,U1Pd2Al2.55Ga0.45,tc,0.76,K,Yes,0.76,,
PR05600846,U1Pd2Al2.7Ga0.3,tc,0.52,K,Yes,0.52,,
PR05600846,U1Pd2Al2.85Ga0.15,tc,1.15,K,Yes,1.15,,
PR05600846,U1Pd2Al2.94Ga0.06,tc,1.51,K,Yes,1.51,,
JAC2130509,U1Pd2Al2.97,tcn,0.04,K,No,,0.04,
PR05600846,U1Pd2Al2.97Ga0.03,tc,1.64,K,Yes,1.64,,
PR06213919,U1Pd2Al3,tc,2.0,K,Yes,2,,PR06213919
JAC2130509,U1Pd2Al3.03,tc,0.61,K,Yes,0.61,,
PR05600846,U1Pd2Ga3,tcn,0.05,K,No,,0.05,
JPS087114712,U1Pd5Al2,tcn,0.0,K,No,,0,
PHB2590666,U1Pt2.988Pd0.012,tc,0.24,K,Yes,0.24,,
PHB2590666,U1Pt2.991Pd0.009,tc,0.35,K,Yes,0.35,,
PHB2590666,U1Pt2.994Pd0.006,tc,0.42,K,Yes,0.42,,
PHB2590666,U1Pt2.997Pd0.003,tc,0.51,K,Yes,0.51,,
PRB092024511,U1Pt3B1,tcn,0.34,K,No,,0.34,
PRB078064516,U1Pt4Ge12,tcn,1.9,K,No,,1.9,
PSS23200R4,U1Rh1Ga5,tcn,0.4,K,No,,0.4,
JPS078063703,U1Rh1Ge1,tc,0.26,K,Yes,0.26,,JPS078063703
JPS0632853,U1Rh2B2C1,tcn,4.2,K,No,,4.2,
SSC0520797,U1Rh2Ge2,tc,1.1,K,Yes,1.1,,
SSC0520797,U1Rh2Si2,tc,1.1,K,Yes,1.1,,
L094046401,U1Ru1.99Re0.01Si2,tc,0.23,K,Yes,0.23,,
PHC2500128,U1Ru2Si2,tc,1.53,K,Yes,1.53,,
BOOK1982,U1Ru3B2,tcn,1.2,K,No,,1.2,
PRB091024408,U2Pt0.1Rh0.9C2,tcn,0.38,K,No,,0.38,PRB091024408
PRB091024408,U2Pt0.2Rh0.8C2,tcn,0.38,K,No,,0.38,PRB091024408
PRB091024408,U2Pt0.3Rh0.7C2,tcn,0.38,K,No,,0.38,PRB091024408
PRB091024408,U2Pt0.4Rh0.6C2,tcn,0.38,K,No,,0.38,PRB091024408
PRB091024408,U2Pt0.5Rh0.5C2,tcn,0.38,K,No,,0.38,PRB091024408
PRB091024408,U2Pt0.6Rh0.4C2,tcn,0.38,K,No,,0.38,PRB091024408
PRB091024408,U2Pt0.7Rh0.3C2,tcn,0.38,K,No,,0.38,PRB091024408
PRB091024408,U2Pt0.8Rh0.2C2,tcn,0.38,K,No,,0.38,PRB091024408
PRB091024408,U2Pt0.95Rh0.05C2,tc,1.41,K,Yes,1.41,,PRB091024408
PRB091024408,U2Pt0.9Rh0.1C2,tc,1.09,K,Yes,1.09,,PRB091024408
PRL0531829,U2Pt1C2,tc,1.47,K,Yes,1.47,,
PRB091024408,U2Rh1C2,tcn,0.38,K,No,,0.38,PRB091024408
MMM3221137,U3Co4Ge7,tcn,1.8,K,No,,1.8,
514,V0.045Cr0.855Al0.1,tcn,1.5,K,No,,1.5,
514,V0.09Cr0.81Al0.1,tcn,1.5,K,No,,1.5,
514,V0.18Cr0.72Al0.1,tcn,1.5,K,No,,1.5,
514,V0.27Cr0.63Al0.1,tcn,1.5,K,No,,1.5,
PHC3360033,V0.33Sr2Y1Cu2.67Oz,tcn,20.0,K,No,,20,
514,V0.45Cr0.45Al0.1,tcn,1.5,K,No,,1.5,
889,V0.4Zr0.6,tc,7.8,K,Yes,7.8,,
PHC3350259,V0.5Sr2.25Ca1.75Cu3.5O9.7,tc,98.0,K,Yes,98,,
PHC3350259,V0.5Sr2.3Ca4.7Cu6.5O15.5,tc,75.0,K,Yes,75,,
PHC3350259,V0.5Sr2.4Ca3.6Cu5.5O13.55,tc,75.0,K,Yes,75,,
PHC3350259,V0.5Sr2.6Ca5.4Cu7.5O17.3,tc,73.0,K,Yes,73,,
PHC3350259,V0.5Sr2.7Ca2.3Cu4.5O11.6,tc,107.0,K,Yes,107,,
514,V0.63Cr0.27Al0.1,tcn,1.5,K,No,,1.5,
889,V0.6Zr0.4,tc,8.3,K,Yes,8.3,,
514,V0.81Cr0.09Al0.1,tc,1.46,K,Yes,1.46,,
SSC0230223,V1Ge2,tcn,1.8,K,No,,1.8,
PRB0296198,V1N1,tc,9.25,K,Yes,9.25,,
PRB0152943,V1Se2,tcn,1.1,K,No,,1.1,
RMP0350001,V1Zr3,tcn,1.02,K,No,,1.02,
JPF0152333,V2Hf0.84Nb0.16,tc,10.67,K,Yes,10.67,,
JPF0152333,V2Hf0.87Ta0.13,tc,10.45,K,Yes,10.45,,
JPF0152333,V2Hf0.8Ti0.2,tc,8.8,K,Yes,8.8,,
JPF0152333,V2Hf0.95Y0.05,tc,9.22,K,Yes,9.22,,
JPF0152333,V2Hf0.9Nb0.1,tc,9.93,K,Yes,9.93,,
JPF0152333,V2Hf0.9Ta0.1,tc,9.82,K,Yes,9.82,,
JPF0152333,V2Hf0.9Ti0.1,tc,9.19,K,Yes,9.19,,
JPF0152333,V2Hf0.9Y0.1,tc,9.19,K,Yes,9.19,,
MRB0100889,V2Ir1B2,tc,1.12,K,Yes,1.12,,
1896,V3Ga0.1Sn0.9,tc,3.8,K,Yes,3.8,,
1896,V3Ga0.2Si0.8,tc,10.5,K,Yes,10.5,,
1896,V3Ga0.4Si0.6,tc,8.7,K,Yes,8.7,,
1896,V3Ga0.5Sn0.5,tc,5.6,K,Yes,5.6,,
1896,V3Ga0.6Si0.4,tc,9.5,K,Yes,9.5,,
1896,V3Ga0.7Sn0.3,tc,7.2,K,Yes,7.2,,
1896,V3Ga0.8Si0.2,tc,11.9,K,Yes,11.9,,
1896,V3Ga0.9Sn0.1,tc,10.7,K,Yes,10.7,,
LTP0060171,V3Ge0.7Al0.3,tc,11.17,K,Yes,11.17,,
LTP0060171,V3Ge0.8Al0.2,tc,11.02,K,Yes,11.02,,
LTP0060171,V3Ge0.9Al0.1,tc,8.8,K,Yes,8.8,,
1456,V75Ge12.5Sb12.49,tc,4.71,K,Yes,4.71,,
1456,V75Ge20Sb5,tc,5.86,K,Yes,5.86,,
1456,V75Ge20Sn5,tc,5.46,K,Yes,5.46,,
1456,V75Si12.5Ga12.5,tc,8.15,K,Yes,8.15,,
1456,V75Si12.5Ge12.5,tc,8.58,K,Yes,8.58,,
1456,V75Si2.57Ga22.4,tc,13.32,K,Yes,13.32,,
1456,V75Si20Ga5,tc,12.33,K,Yes,12.33,,
1456,V75Si20Ge5,tc,12.15,K,Yes,12.15,,
1456,V75Si5Ga20,tc,10.58,K,Yes,10.58,,
1456,V75Si5Ge20,tc,6.76,K,Yes,6.76,,
956,W0.014Zr0.986,tc,3.64,K,Yes,3.64,,
956,W0.054Zr0.946,tc,3.88,K,Yes,3.88,,
LTP0690203,W0.25Sn0.875Mo6S8,tc,13.635,K,Yes,13.635,,
SSC1370601,W0.25Sr2Ce2.01Y0.99Cu2.75O11+z,tc,53.0,K,Yes,53,,
PHC3360033,W0.33Sr2Y1Cu2.67Oz,tc,28.0,K,Yes,28,,
DRM0151898,W0.474O0.106C0.42,tc,3.85,K,Yes,3.85,,
956,W0.801Zr0.199,tc,2.01,K,Yes,2.01,,
956,W0.9Zr0.1,tcn,1.18,K,No,,1.18,
PRL0160101,W1,tc,0.016,K,Yes,0.016,,
MRB0100889,W1.75Ru1.25B2,tc,3.38,K,Yes,3.38,,
PRB084174519,W1F0.41O2.59,tc,0.42,K,Yes,0.42,,PRB084174519
PRB084174519,W1F0.44O2.56,tc,0.41,K,Yes,0.41,,PRB084174519
PRB084174519,W1F0.45O2.55,tc,0.38,K,Yes,0.38,,PRB084174519
PRB100094522,W3Al2C1,tc,7.5,K,Yes,7.5,,
JPCONF391012090,W4.8Ta0.2Si1B2,tc,6.5,K,Yes,6.5,,
JPS080024702,W5Si1B2,tc,5.8,K,Yes,5.8,,
JPS0740700,W7Re13B1,tc,7.1,K,Yes,7.1,,
JPS0740700,W7Re13C1,tc,7.3,K,Yes,7.3,,
JJP0271425,Y0.125Lu0.875Ba2Cu3OX,tc,87.9,K,Yes,87.9,,
SSC0320185,Y0.12Er0.88Rh4B4,tc,8.74,K,Yes,8.74,,
PHC3130001,Y0.14Tm0.85Ba2Cu3O7,tc,91.0,K,Yes,91,,
MMM2420829,Y0.15Dy0.85Ni2B2C1,tc,4.3,K,Yes,4.3,,
PHC3060001,Y0.16Lu0.84Ni2B2C1,tc,15.2,K,Yes,15.2,,
PHC3020010,Y0.1Pr0.9Ba2Cu4O8,tcn,4.2,K,No,,4.2,
SSC0691079,Y0.25Cd0.75Ba2Cu3O7,tc,53.2,K,Yes,53.2,,
JAC2250586,Y0.25Eu0.75Ba2Cu4O8,tc,75.0,K,Yes,75,,
PHC3830421,Y0.25Gd0.75Ni2B2C1,tcn,1.8,K,No,,1.8,
JJP0271425,Y0.25Lu0.75Ba2Cu3OX,tc,86.0,K,Yes,86,,
SSC0990413,Y0.25Pr0.75Sr2Cu0.2O7,tcn,5.0,K,No,,5,
SSC0990413,Y0.25Pr0.75Sr2Cu2.8Re0.2O6+z,tc,14.0,K,Yes,14,,
SSC0990413,Y0.25Pr0.75Sr2Cu2.8Re0.2O7,tc,14.0,K,Yes,14,,
SSC0320185,Y0.28Er0.72Rh4B4,tc,9.05,K,Yes,9.05,,
PHC1900255,Y0.2Ca0.4Pr0.4Ba2Cu3O7,tc,36.5,K,Yes,36.5,,
PHC1710031,Y0.2Eu0.8Ba2Cu3O7,tc,93.8,K,Yes,93.8,,
PHC2420155,Y0.2Gd0.8Ba2Cu3O7-z,tc,92.0,K,Yes,92,,
SSC0651339,Y0.2Gd0.8Ba2Cu3OZ,tc,93.0,K,Yes,93,,
PSS1890489,Y0.2Gd0.8Ni2B2C1,tcn,4.2,K,No,,4.2,
SSC0320937,Y0.2Lu0.8Ir4B4,tc,3.04,K,Yes,3.04,,
P063104508,Y0.2Lu0.8Ni2B2C1,tc,14.68,K,Yes,14.68,,
JP01410693,Y0.2Pr0.3Ca0.5Ba2Cu3O7-z,tc,105.0,K,Yes,105,,
PLA1960263,Y0.2Pr0.8Ba1Sr1Cu3O6.95,tcn,14.0,K,No,,14,
PHC1910158,Y0.2Pr0.8Ba2Cu3O6.95,tcn,4.2,K,No,,4.2,
L101077001,Y0.2Pr0.8Ba2Cu3O7-z,tcn,1.7,K,No,,1.7,L101077001
PHC3020010,Y0.2Pr0.8Ba2Cu4O8,tcn,4.2,K,No,,4.2,
PHC3640571,Y0.2Pr0.8Ni2B2C1,tcn,4.2,K,No,,4.2,
PHC3020010,Y0.2Pr1.8Ba4Cu7O15-Z,tcn,4.2,K,No,,4.2,
P063144528,Y0.2Tb0.8Ni2B2C1,tcn,2.0,K,No,,2,
PHC3570230,Y0.2Yb0.8Ba2Cu3O6.91,tc,91.4,K,Yes,91.4,,
PLA1960263,Y0.35Pr0.65Ba1Sr1Cu3O6.9,tc,20.3,K,Yes,20.3,,
PLA1960263,Y0.35Pr0.65Ba1Sr1Cu3O7-z,tc,17.9,K,Yes,17.9,,
L101077001,Y0.35Pr0.65Ba2Cu3O7-z,tcn,1.7,K,No,,1.7,L101077001
JJP0271425,Y0.375Lu0.625Ba2Cu3OX,tc,86.9,K,Yes,86.9,,
P074100508,Y0.38Ba1.74La0.88Cu3O6.21,tcn,4.2,K,No,,4.2,P074100508
P074100508,Y0.38Ba1.74La0.88Cu3O6.95,tc,25.0,K,Yes,25,,P074100508
JJP0260649,Y0.3Ba0.7Cu1O3-X,tc,95.5,K,Yes,95.5,,
SSC0691079,Y0.3Cd0.7Ba2Cu3O7,tc,87.0,K,Yes,87,,
SSC0320937,Y0.3Lu0.7Ir4B4,tc,2.98,K,Yes,2.98,,
PHC3060001,Y0.3Lu0.7Ni2B2C1,tc,15.0,K,Yes,15,,
PLA1960263,Y0.3Pr0.7Ba1Sr1Cu3O6.95,tc,14.0,K,Yes,14,,
L101077001,Y0.3Pr0.7Ba2Cu3O6.946,tcn,1.7,K,No,,1.7,L101077001
PR05010265,Y0.3Pr0.7Ba2Cu4O8,tc,29.0,K,Yes,29,,
PR05108543,Y0.3Pr0.7Sr2Cu2.7Mo0.3O7-d,tc,12.2,K,Yes,12.2,,
JSC1180215,Y0.3Pr0.7Sr2Cu2.85Re0.15O7,tc,15.8,K,Yes,15.8,,
PHC1910158,Y0.42Pr0.58Ba2Cu3O6.94,tcn,4.2,K,No,,4.2,
L101077001,Y0.42Pr0.58Ba2Cu3O7-z,tcn,1.7,K,No,,1.7,L101077001
PHB2810909,Y0.4375La0.2625Pr0.3Ba2Cu3O7-z,tc,28.9,K,Yes,28.9,,
PHC1910158,Y0.44Pr0.56Ba2Cu3O6.93,tc,2.1,K,Yes,2.1,,
PR04510609,Y0.44Pr0.56Ba2Cu3O7-Z,tc,11.0,K,Yes,11,,
MMM2420829,Y0.45Dy0.55Ni2B2C1,tc,5.2,K,Yes,5.2,,
