paper,material,property_name,property_value,property_unit,definition
Paper_13,YBCO,magnetic field for Hall effect,0.2,T,"PHYSICAL REVIEW B VOLUME 50, NUMBER 2 1 JULY 1994-II Frequency dependence The o.~ and f„values are in good agreement with o.„= 2.7x 10 N/m and f„- 40 GHz deduced by Pambianchi et al. &om measurements of R, in YBCO thin films at B & 0.2 T and f = 11 GHz."
Paper_14,YBa2Cu3O6.92,magnetic field for Hall effect,58,T,"Anisotropic Hall mobility in slightly overdoped YBa2Cu3O6.92 from magnetoresistance and Hall-coefﬁcient measurements I. Terasaki, Y. Sato, and S. Tajima Superconductivity Research Laboratory, International Superconductivity Technology Center, 1-10-13 Shinonome, Koto-ku, Tokyo 135, Japan tells us two ways to evaluate in-plane vct, i.e., (Drab /rab)0.5 and HRab H /rab . To see the consistency between these two, we plotted 1/(Drab /rab)0.5 and rab /HRab H for H58 T as a function of T2 in Fig."
Paper_15,La2Cu1−yZnyO4,magnetic field for Hall effect,0.5,T,"Thermal conductivity of lightly Sr- and Zn-doped La2CuO4 single crystals X. F. Sun,* J. Takeya, Seiki Komiya, and Yoichi Ando† Central Research Institute of Electric Power Industry, Komae, Tokyo 201-8511, Japan ~Received 20 May 2002; revised manuscript received 11 September 2002; published 4 March 2003! Both ab-plane and c-axis thermal conductivities (kab and kc) of lightly doped La22xSrxCuO4 ~LSCO! and La22xSrxCuO4 and ~b! La2Cu12yZnyO4 single crystals measured in a 0.5-T ﬁeld applied along the c axis."
Paper_2,β-IrSn4,magnetic field for Hall effect,2.5,mT,"Journal of Physics: Condensed Matter PAPER Observation of superconductivity in the for µ0H ∥ c-axis, our data should reﬂect the ﬁeld dependence of the superconducting gap along one direction only, thus contradict the anisotropic model of the superconducting gap. To unravel the strong ﬁeld dependence of Cp(H)/T in β-IrSn4, we propose to consider Cp(H)/T in two ﬁeld ranges: below 2.5 mT, where Cp(H)/T is independent of magnetic ﬁelds, 5 J."
Paper_3,ultrathin α-Mo2C crystals,magnetic field for Hall effect,0.15,T,"ARTICLES PUBLISHED ONLINE: 17 AUGUST 2015 | DOI: 10.1038/NMAT4374 Large-area high-quality 2D ultrathin Mo2C superconducting crystals Chuan Xu1†, Libin Wang2†, Zhibo Liu1, Long Chen1, Jingkun Guo2, Ning Kang2*, Xiu-Liang Ma1, As the 2D limit is approached, it is well known that the upper critical field in a parallel field configuration NATURE MATERIALS | VOL 14 | NOVEMBER 2015 | www.nature.com/naturematerials 1137 © 2015 Macmillan Publishers Limited. All rights reserved ARTICLES NATURE MATERIALS DOI: 10.1038/NMAT4374 0 ° −20 2 4 6 8 10 0 5 10 15 20 1.50 T 1.00 T 0.95 T 0.90 T 0.85 T 0.80 T 0.75 T 0.70 T 0.65 T 0.60 T 0.55 T 0.50 T 0.45 T 0.40 T 0.21 T 0.15 T 0.09 T 0.03 T 0.00 T 0 1 2 3 5 10 20 30 40 60 90 0 10 20 30 a b c d Rs (Ω −1) 2 3 4 5 0 0 20 40 60 80 2 4 6 8 T (K) 0H (T) 0 1.8 2.1 2.4 2.7 3.0 3.3 2 4 6 8 0Hc2,|| μ 10 0Hc2,⊥ (×10) T (K) B I Rs (Ω −1) μ 0Hc2 (T) μ μ 0Hc2 (T) μ (°) θ θ θ Figure 3 | 2D superconducting characteristics of ultrathin α-Mo2C crystals."
Paper_3,ultrathin α-Mo2C crystals,magnetic field for Hall effect,0.09,T,"ARTICLES PUBLISHED ONLINE: 17 AUGUST 2015 | DOI: 10.1038/NMAT4374 Large-area high-quality 2D ultrathin Mo2C superconducting crystals Chuan Xu1†, Libin Wang2†, Zhibo Liu1, Long Chen1, Jingkun Guo2, Ning Kang2*, Xiu-Liang Ma1, As the 2D limit is approached, it is well known that the upper critical field in a parallel field configuration NATURE MATERIALS | VOL 14 | NOVEMBER 2015 | www.nature.com/naturematerials 1137 © 2015 Macmillan Publishers Limited. All rights reserved ARTICLES NATURE MATERIALS DOI: 10.1038/NMAT4374 0 ° −20 2 4 6 8 10 0 5 10 15 20 1.50 T 1.00 T 0.95 T 0.90 T 0.85 T 0.80 T 0.75 T 0.70 T 0.65 T 0.60 T 0.55 T 0.50 T 0.45 T 0.40 T 0.21 T 0.15 T 0.09 T 0.03 T 0.00 T 0 1 2 3 5 10 20 30 40 60 90 0 10 20 30 a b c d Rs (Ω −1) 2 3 4 5 0 0 20 40 60 80 2 4 6 8 T (K) 0H (T) 0 1.8 2.1 2.4 2.7 3.0 3.3 2 4 6 8 0Hc2,|| μ 10 0Hc2,⊥ (×10) T (K) B I Rs (Ω −1) μ 0Hc2 (T) μ μ 0Hc2 (T) μ (°) θ θ θ Figure 3 | 2D superconducting characteristics of ultrathin α-Mo2C crystals."
Paper_3,ultrathin α-Mo2C crystals,magnetic field for Hall effect,0.03,T,"ARTICLES PUBLISHED ONLINE: 17 AUGUST 2015 | DOI: 10.1038/NMAT4374 Large-area high-quality 2D ultrathin Mo2C superconducting crystals Chuan Xu1†, Libin Wang2†, Zhibo Liu1, Long Chen1, Jingkun Guo2, Ning Kang2*, Xiu-Liang Ma1, As the 2D limit is approached, it is well known that the upper critical field in a parallel field configuration NATURE MATERIALS | VOL 14 | NOVEMBER 2015 | www.nature.com/naturematerials 1137 © 2015 Macmillan Publishers Limited. All rights reserved ARTICLES NATURE MATERIALS DOI: 10.1038/NMAT4374 0 ° −20 2 4 6 8 10 0 5 10 15 20 1.50 T 1.00 T 0.95 T 0.90 T 0.85 T 0.80 T 0.75 T 0.70 T 0.65 T 0.60 T 0.55 T 0.50 T 0.45 T 0.40 T 0.21 T 0.15 T 0.09 T 0.03 T 0.00 T 0 1 2 3 5 10 20 30 40 60 90 0 10 20 30 a b c d Rs (Ω −1) 2 3 4 5 0 0 20 40 60 80 2 4 6 8 T (K) 0H (T) 0 1.8 2.1 2.4 2.7 3.0 3.3 2 4 6 8 0Hc2,|| μ 10 0Hc2,⊥ (×10) T (K) B I Rs (Ω −1) μ 0Hc2 (T) μ μ 0Hc2 (T) μ (°) θ θ θ Figure 3 | 2D superconducting characteristics of ultrathin α-Mo2C crystals."
Paper_3,ultrathin α-Mo2C crystals,magnetic field for Hall effect,0.00,T,"ARTICLES PUBLISHED ONLINE: 17 AUGUST 2015 | DOI: 10.1038/NMAT4374 Large-area high-quality 2D ultrathin Mo2C superconducting crystals Chuan Xu1†, Libin Wang2†, Zhibo Liu1, Long Chen1, Jingkun Guo2, Ning Kang2*, Xiu-Liang Ma1, As the 2D limit is approached, it is well known that the upper critical field in a parallel field configuration NATURE MATERIALS | VOL 14 | NOVEMBER 2015 | www.nature.com/naturematerials 1137 © 2015 Macmillan Publishers Limited. All rights reserved ARTICLES NATURE MATERIALS DOI: 10.1038/NMAT4374 0 ° −20 2 4 6 8 10 0 5 10 15 20 1.50 T 1.00 T 0.95 T 0.90 T 0.85 T 0.80 T 0.75 T 0.70 T 0.65 T 0.60 T 0.55 T 0.50 T 0.45 T 0.40 T 0.21 T 0.15 T 0.09 T 0.03 T 0.00 T 0 1 2 3 5 10 20 30 40 60 90 0 10 20 30 a b c d Rs (Ω −1) 2 3 4 5 0 0 20 40 60 80 2 4 6 8 T (K) 0H (T) 0 1.8 2.1 2.4 2.7 3.0 3.3 2 4 6 8 0Hc2,|| μ 10 0Hc2,⊥ (×10) T (K) B I Rs (Ω −1) μ 0Hc2 (T) μ μ 0Hc2 (T) μ (°) θ θ θ Figure 3 | 2D superconducting characteristics of ultrathin α-Mo2C crystals."
Paper_4,"HfPtSi, HfPdSi",magnetic field for Hall effect,10,kOe,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh 4a,b show the temperature depen- r r(T) r (T) max rp dence of the molar magnetic susceptibility of HfPtSi and HfPdSi, respectively. Susceptibility was measured by where r (T) is the sum of the residual resistivity r and rp 0 applying a magnetic ﬁeld of 10 kOe."
Paper_4,HfRhSi,magnetic field for Hall effect,2,kOe,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh 7 shows the magnetic ﬁeld dependence of the magnetization for a specimen of HfRhSi at 1.7 K. A paramagnetic contribution has been subtracted of HfRhSi are as yet unclear. The magnetization shows the typical the substitution effect in the HfRh Pd Si system, the behavior of superconductors and looks almost constant at 12x x superconductivity of HfRhSi was characterized by means ﬁelds above 2 kOe."
Paper_4,HfRhSi,magnetic field for Hall effect,10,kOe,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh Using the The temperature dependence of the molar magnetic GL GL values of l and j , k514 was obtained. Since the G-L susceptibility that was measured in a magnetic ﬁeld of 10 GL GL ] Œ parameter k is larger than 1/ 2, HfRhSi is thought to be a kOe is shown in Fig."
Paper_4,HfRhPdSi,magnetic field for Hall effect,5,Oe,"L Journal of Alloys and Compounds 298 (2000) 51–58 www.elsevier.com/locate/jallcom Magnetism and transport properties of HfMSi (M5Pt, Pd) and HfRh the core diamagnetic susceptibility x of HfRh Pd Si is c 12x x Fig. 9 shows the temperature dependence of molar given by the relation x (x)5x 1(12x)x 1xx 1x , c Hf Rh Pd Si magnetic susceptibility for the specimens with x50, 0.1, where x , x , x , and x are the diamagnetic suscep- Hf Rh Pd Si 0.2 and 0.3 measured in an applied magnetic ﬁeld of 5 Oe."
Paper_5,La2-xSrxCuO4,magnetic field for Hall effect,5,Oe,"PHYSICAL REVIEW B VOLUME 52, NUMBER 9 1 SEPTEMBER 1995-I Oxygen isotope effect on the effective mass of carriers from magnetic measurements The FC%' susceptibility for the ' 0 and ' 0 samples of La2 „Sr„Cu04 with (a) x =0.105; (b}x =0.110;(c) x =0.115. The data shown were divided by a nominal field of 5 Oe and not corrected by demagnetization factors."
Paper_5,La2SrCuO4,magnetic field for Hall effect,5,Oe,"PHYSICAL REVIEW B VOLUME 52, NUMBER 9 1 SEPTEMBER 1995-I Oxygen isotope effect on the effective mass of carriers from magnetic measurements The FCW susceptibility for the samples of La2 Sr, Cu04 with (a) x =0.110, before isotope exchange; (b) x =0.115, after back exchange. The data shown were divided by a nominal field of 5 Oe and not corrected by demagnetization factors."
Paper_9,Bi2Sr2CaCu2O8+,magnetic field for Hall effect,1,T,"PHYSICAL REVIEW B VOLUME 50, NUMBER 5 1 AUGUST 1994-I Nernst, Seebeck, and Hall efFects in the mixed state of YBazCu3O'7 —$ and Bi2Sr2CaCuzOs+ 50 NERNST, SEEBECK, AND HALL EFFECTS IN THE MIXED. 3321 «~ 150 I0 100 —~ 0 I I H = H = H = H = H= H = H = H = OT 1T 2T 3T 4T 6T 8T 10 12 I I I i I I I i I Bi2Sr2CaCu208+)( (b) 4) 2 4J 50 I I I ( I OH =1T &&H= ~ H = ClH= VH 70 90 I I ) I I I ( I I I 30 50 70 (K) 90 110 FIG."
Paper_9,Bi2Sr2CaCu2O8+,magnetic field for Hall effect,12,T,"PHYSICAL REVIEW B VOLUME 50, NUMBER 5 1 AUGUST 1994-I Nernst, Seebeck, and Hall efFects in the mixed state of YBazCu3O'7 —$ and Bi2Sr2CaCuzOs+ For the different high quality epitaxi- al YBa2Cu307 s films the measured temperature depen- dences of the resistivity and the normalized Nernst elec- tric field are very similar. Figure 4 shows the temperature dependence of the resistivity and the normalized Nernst electric field E~/V„Tof an epitaxial Bi2SrzCaCuzOs+„ film for mag- netic fields B~~c up to 12 T. Figure 4 clearly shows that for Bi2Sr2CaCu20s+ the broadening of the resistive transition is much stronger than for the YBa2Cu307 film because of the different flux-pinning behavior of Bi2Sr2CaCu208+ ."
Paper_9,YBa2Cu3O7,magnetic field for Hall effect,4,T,"PHYSICAL REVIEW B VOLUME 50, NUMBER 5 1 AUGUST 1994-I Nernst, Seebeck, and Hall efFects in the mixed state of YBazCu3O'7 —$ and Bi2Sr2CaCuzOs+ 5(b) versus the ap- plied magnetic field. For B=4 T we obtain dU&/dT= —2.5X10 ' J/Km."
Paper_9,YBa2Cu3O7,magnetic field for Hall effect,4,T,"PHYSICAL REVIEW B VOLUME 50, NUMBER 5 1 AUGUST 1994-I Nernst, Seebeck, and Hall efFects in the mixed state of YBazCu3O'7 —$ and Bi2Sr2CaCuzOs+ This value is in good agreement with values obtained from measurements of the Nernst and Ettingshausen effects and the mag- netization, which range between about —2 and —6X10 ' J/Km. ' At T=87 K and 8=4 T we measure a transport ener- gy of 7X 10 '3 J/m corresponding to a transport entropy S&=8X10 ' J/Km."
Paper_9,YBa2Cu3O7,magnetic field for Hall effect,4,T,"PHYSICAL REVIEW B VOLUME 50, NUMBER 5 1 AUGUST 1994-I Nernst, Seebeck, and Hall efFects in the mixed state of YBazCu3O'7 —$ and Bi2Sr2CaCuzOs+ (6)] is not applica- ble for evaluating part of the data. Figure 5(b) clearly shows that the slope d U&/dT decreases significantly with increasing magnetic field starting from about B=4 T. This appears to be an artefact of our evaluation of the ex- perimental data."
Paper_9,Bi2Sr2CaCu2O8+,magnetic field for Hall effect,3,T,"PHYSICAL REVIEW B VOLUME 50, NUMBER 5 1 AUGUST 1994-I Nernst, Seebeck, and Hall efFects in the mixed state of YBazCu3O'7 —$ and Bi2Sr2CaCuzOs+ As shown below, for BizSrzCaCu20~+ reliable values for the upper critical Geld slope and the coherence length can be obtained from a scaling plot of the transport energy in the fluctuation regime. Fluctuation sects CV C3 g 1.2 0.8— E I 04— & 8=2T ~ 8 =3T 0 8=IT 1 B=6T O 8=ST & 8=10T &8=12T ~ —0.4—0.20 I i I —0.00 0.20 0.40 0.60 [T—T,(H)]/(TH) / (K'/ Tesla / ) I C3 V) CO I E 2.0 1.6 ~~ 1.2 I I ] I I I ~ 8=2T ~ 8= 3T o 8=4T I 8=6T 0 8=8T ~ B =10T &8=12T 0.0 —0.4—0.4 (b) I I I o oaaa 0.0 0.4 0.8 [T T (H)]/(TH)1/2 (K1/2Tes~c —1/2) FIG."
Paper_9,YBa2Cu3O7 and Bi2Sr2CaCu2O8,magnetic field for Hall effect,5,T,"PHYSICAL REVIEW B VOLUME 50, NUMBER 5 1 AUGUST 1994-I Nernst, Seebeck, and Hall efFects in the mixed state of YBazCu3O'7 —$ and Bi2Sr2CaCuzOs+ Figure 7 shows the U&(T) curves have a crossing tem- perature T' as predicted by the theory of Tesanovic et al. It was observed that the crossing point is sharp only for applied fields smaller than about 5 T. For higher fields the crossing point is smeared out as shown by Fig."
Paper_9,YBa2Cu3O7,magnetic field for Hall effect,6,T,"PHYSICAL REVIEW B VOLUME 50, NUMBER 5 1 AUGUST 1994-I Nernst, Seebeck, and Hall efFects in the mixed state of YBazCu3O'7 —$ and Bi2Sr2CaCuzOs+ In the mixed state both materials show a sign anomaly of the Hall coefficient at low magnetic field just below the transition temperatures For YBa2Cu307 & the Hall coefficient becomes negative for decreasing temperature and then approaches zero. This sign anomaly is present only up to 0=6 T, whereas for higher fields the Hall coefficient is positive over the whole temperature regime of our measurements."
Paper_9,YBa2Cu3O7,magnetic field for Hall effect,4,T,"PHYSICAL REVIEW B VOLUME 50, NUMBER 5 1 AUGUST 1994-I Nernst, Seebeck, and Hall efFects in the mixed state of YBazCu3O'7 —$ and Bi2Sr2CaCuzOs+ 38 and 42) and Bi-2:2:1:2samples. For H) 4 T the Hall coefficient stays positive, however, the RH(T) curves show a clear dip which becomes less pronounced for increasing magnetic field."
Paper_1,Ru7B3,target material,17.2,kOe,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 The compound crystallizes in a Th7Fe3-type structure (hexagonal, space group: P63mc), which has no inversion symmetry along the c-axis. Measurements in magnetic ﬁelds indicate type-II superconductivity with upper critical ﬁelds of Hc2ð0Þ ’ 17:2 kOe for H k ½001 and 15.8 kOe for H k ½100, respectively."
Paper_1,Ru7B3,target material,2.58,K,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 Ru7B3 was reported as a superconductor with Tc ¼ 2:58{3:38 K using a polycrystalline sample,10,11) de- spite the lack of report on its superconducting state. To investigate the superconducting state more precisely, we have succeeded in growing single crystals of Ru7B3 using the Czochralski pulling method."
Paper_1,Ru7B3,target material,1.8,K,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 (Color online) Crystal structure of Ru7B3 with a space group of P63mc. (Color online) Temperature dependence of magnetic susceptibility ðTÞ normalized by (T ¼ 1:8 K) under an applied magnetic ﬁeld of 10 Oe for polycrystalline and single-crystal samples of Ru7B3."
Paper_1,Ru7B3,target material,43.7,mJ/(K2 mol),"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 In order to analyze the speciﬁc heat data, we use the expression CðTÞ ¼ nT þ T3, where the ﬁrst term is the electronic contribution (¼ Ce), n is the electronic speciﬁc heat coeﬃcient (Sommerfeld constant), and T3 (¼ Cp) is contributed by the lattice vibration. A standard analysis at 20 kOe yields a Sommerfeld constant n ¼ 43:7 mJ/(K2 mol), and a Debye temperature D ¼ 640 K calculated from ¼ Nð12=5Þ 4R3 D , where R ¼ 8:314 J/(K mol), N ¼ 20, and ¼ 0:147 mJ/(K4 mol)."
Paper_1,Ru7B3,target material,0.38,meV,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 The solid curve represents the ﬁtting result obtained using the speciﬁc heat expression for a conventional supercon- ductor (Ce  exp½ð0Þ=kBT, where ð0Þ is the energy gap) below 0:8Tc, where ðTÞ substantially deviates from ð0Þ. From the exponential dependence curve, the superconducting energy gap at a zero temperature ð0Þ can be estimated to be 0.38 meV."
Paper_1,Ru7B3,target material,0.38,meV,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 From the exponential dependence curve, the superconducting energy gap at a zero temperature ð0Þ can be estimated to be 0.38 meV. Using these values, we estimated Ce= nTc to be approximately 1.4, which is almost identical to the value expected from the BCS weak-coupling limit (Ce= nTc ¼ 1:43)."
Paper_1,Ru7B3,target material,17.2,kOe,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 Hc2ð0ÞGL was calculated to be approximately 17.2 kOe for H k ½001 and 15.8 kOe for H k ½100, respectively. Besides, the WHH theory predicted that the Hc2ð0Þ estimates will be approx- imately 15.2 kOe for H k ½001 and 13.7 kOe for H k ½100, respectively, following Hc2ð0Þ ’ 0:693ðdT=dTÞTcTc."
Paper_1,Ru7B3,target material,7.82,kOe/K,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 The slope dHc2=dT was estimated to be 7:82 kOe/K for H k ½001 and 7:07 kOe for H k ½100 from the linear ﬁtting result in the temperature range of 0:5 > T=Tc. The increased Hc2ð0Þ predicted from the WHH theory is estimated to be approximately 2.0 kOe for both [100] and [001]."
Paper_1,Ru7B3,target material,53,Oe,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 4 N. KASE and J. AKIMITSU 044710-4 J. Phys. Downloaded from journals.jps.jp by Rutgers Univ-New Brunswick on 10/29/25 tional formula Hc1ðTÞ ¼ Hc1ð0Þ½1  ðT=TcÞ2, Hc1ð0Þ is estimated to be approximately 53 Oe for H k ½001 and 68 Oe for H k ½100."
Paper_1,Li2Pd3B,target material,20–50,meV,"Superconducting State of the Binary Boride Ru7B3 with the Noncentrosymmetric Crystal Structure Naoki KASE and Jun AKIMITSU Department of Physics and Mathematics, Aoyama Gakuin University, 5-10-1 Fuchinobe, Sagamihara, Kanagawa 229-8558 The anti-SOC eﬀect of a 4d electron (Li2Pd3B) is much smaller than that of a 5d electron (Li2Pt3B). The energy splitting values of the bands at the Fermi surface are 200 meV (Li2Pt3B) and 20–50 meV (Li2Pd3B).36) The result indicates that small-band splitting has no eﬀect on the superconducting state."
Paper_10,Sr8Ca6,target material,7.5,GPa,"High-pressure synchrotron-diffraction study of the superconducting spin-ladder compounds „Sr, M…14Cu24O41 „M5Ca, Ba, Nd… Ste´phanie Pachot and Pierre Bordet Laboratoire de Cristallographie CNRS, Boıˆte Postale 166, 38042 Grenoble Cedex 9, France Robert J. Cava It is worth noting that, for this sample, the a parameter value is larger at 11 GPa than at room pressure. The pres- sure value at which the anomaly takes place seems to in- crease with increasing Ca content, going from '5 GPa for Sr14, to '7.5 GPa for Sr8Ca6, and to '8.5 GPa for SrCa13."
Paper_11,LaRu2P2,target material,4,K,"Superconductor Science and Technology Isotropic superconductivity in LaRu2P2 with the Besides iron arsenide compounds, earlier works had already found other superconductors with the same crystal structure as BaFe2As2. Ruthenium phosphide LaRu2P2 was found to be superconducting at about 4 K more than 20 years ago [8]."
Paper_11,ZrRuP,target material,13,K,"Superconductor Science and Technology Isotropic superconductivity in LaRu2P2 with the This type of material has attracted much attention and showed a variety of interesting phenomena according to the composition of lanthanides and transition metals [11, 12]. Relatively high Tc for the other ruthenium phosphide superconductors were found in ZrRuP (Tc = 13 K) [13] and LaRu4P12 (Tc = 7.2 K) [14]."
Paper_11,LaRu4P12,target material,7.2,K,"Superconductor Science and Technology Isotropic superconductivity in LaRu2P2 with the This type of material has attracted much attention and showed a variety of interesting phenomena according to the composition of lanthanides and transition metals [11, 12]. Relatively high Tc for the other ruthenium phosphide superconductors were found in ZrRuP (Tc = 13 K) [13] and LaRu4P12 (Tc = 7.2 K) [14]."
Paper_11,ZrRuP,target material,13,K,"Superconductor Science and Technology Isotropic superconductivity in LaRu2P2 with the Relatively high Tc for the other ruthenium phosphide superconductors were found in ZrRuP (Tc = 13 K) [13] and LaRu4P12 (Tc = 7.2 K) [14]. In this brief paper, we systematically investigated the anisotropy of upper and lower critical ﬁelds in LaRu2P2 from the resistivity and magnetic measurements."
Paper_11,LaRu4P12,target material,7.2,K,"Superconductor Science and Technology Isotropic superconductivity in LaRu2P2 with the Relatively high Tc for the other ruthenium phosphide superconductors were found in ZrRuP (Tc = 13 K) [13] and LaRu4P12 (Tc = 7.2 K) [14]. In this brief paper, we systematically investigated the anisotropy of upper and lower critical ﬁelds in LaRu2P2 from the resistivity and magnetic measurements."
Paper_11,LaRu2P2,target material,1.067,nm,"Superconductor Science and Technology Isotropic superconductivity in LaRu2P2 with the As shown in the lower inset of ﬁgure 1 only (00l) diffraction peaks were observed, suggesting that the crystallographic c axis is perpendicular to the plane of the single crystal. The lattice constant of the c axis was determined to be 1.067 nm."
Paper_11,LaRu2P2,target material,0.57 × 0.55 × 0.023,mm³,"Superconductor Science and Technology Isotropic superconductivity in LaRu2P2 with the The dimension of the single crystal we used in the magnetic property measurement is 0.57 × 0.55 × 0.023 mm3. We estimated the demagnetizing factors to be 0.04 and 0.92 for the magnetic ﬁeld parallel and perpendicular to the plane, respectively."
Paper_11,LaRu2P2,target material,550,Oe,"Superconductor Science and Technology Isotropic superconductivity in LaRu2P2 with the We deﬁned the irreversibility ﬁeld Hirr(T) as the ﬁeld below which there is an observable difference of the magnetization for increasing and decreasing magnetic ﬁeld [16]. The value of Hirr at 1.8 K is 550 and 530 Oe (550 and 544 Oe considering the demagnetization correction) for the ﬁeld parallel and perpendicular to the plane, respectively."
Paper_11,LaRu2P2,target material,230,Oe,"Superconductor Science and Technology Isotropic superconductivity in LaRu2P2 with the Thus we can use Hc1 (Hc2) instead of H ab c1 (H ab c2 ) and H c c1 (H c c2), the anisotropy of coherence length and penetration depth discussed below were neglected. By linear ﬁtting of Hc1(T ), we can estimate the Hc1(0) is about 230 Oe."
Paper_11,LaRu2P2,target material,3 × 10^22,cm−3,Superconductor Science and Technology Isotropic superconductivity in LaRu2P2 with the 23 (2010) 115009 J J Ying et al the carrier number’s decrease with the temperature decrease. The carrier density n was estimated to be of the magnitude of 3 × 1022 cm−3 from a relation where RH = −1/(en).
Paper_11,LaRu2P2,target material,1140,Oe,"Superconductor Science and Technology Isotropic superconductivity in LaRu2P2 with the Both the upper and lower critical ﬁelds show the isotropic superconductivity in LaRu2P2. The magnitude of the upper and lower critical ﬁelds was estimated to be about 1140 and 230 Oe at zero temperature, which is of the same order of magnitude as the other conventional ThCr2Si2-type superconductors."
Paper_12,PbBi2Te4,target material,10,GPa,"Science and Technology of Advanced Materials ISSN: 1468-6996 (Print) 1878-5514 (Online) Journal homepage: www.tandfonline.com/journals/tsta20 Data-driven exploration of new pressure-induced superconductivity in PbBi2Te4 Ryo Matsumoto, Zhufeng Hou, Masanori Nagao, Shintaro Adachi, Hiroshi Finally, we checked whether the band gap decreases (or even the metallic behavior appears) under pressure of 10 GPa, and screened out 27 pro- mising compounds. Through the above screening procedures, PbBi2Te4 was chosen as a candidate for new thermoelectric and superconducting materials."
Paper_12,SnBi2Se4,target material,208,meV,"Science and Technology of Advanced Materials ISSN: 1468-6996 (Print) 1878-5514 (Online) Journal homepage: www.tandfonline.com/journals/tsta20 Data-driven exploration of new pressure-induced superconductivity in PbBi2Te4 Ryo Matsumoto, Zhufeng Hou, Masanori Nagao, Shintaro Adachi, Hiroshi This feature is quite similar with that of SnBi2Se4. Additionally, the band gap of 101 meV in PbBi2Te4 is less than half of 208 meV in SnBi2Se4."
Paper_12,PbBi2Te4,target material,500,°C,"Science and Technology of Advanced Materials ISSN: 1468-6996 (Print) 1878-5514 (Online) Journal homepage: www.tandfonline.com/journals/tsta20 Data-driven exploration of new pressure-induced superconductivity in PbBi2Te4 Ryo Matsumoto, Zhufeng Hou, Masanori Nagao, Shintaro Adachi, Hiroshi After keeping the temperature for 5 h, the ampoule was cooled down to room temperature. The sample was heated at 500 °C for 50 h for homo- genization of PbBi2Te4 phase."
Paper_12,PbBi2Te4,target material,"142.4, 137.5",eV,"Science and Technology of Advanced Materials ISSN: 1468-6996 (Print) 1878-5514 (Online) Journal homepage: www.tandfonline.com/journals/tsta20 Data-driven exploration of new pressure-induced superconductivity in PbBi2Te4 Ryo Matsumoto, Zhufeng Hou, Masanori Nagao, Shintaro Adachi, Hiroshi Figure 4(a) shows a Pb 4f core-level spectrum of PbBi2Te4. There are two main peaks at 142.4 eV and 137.5 eV corresponding to Pb 4f5/2 and 4f7/2 with the valence state of Pb2+ [25]."
