sentence,passage,doi
The minimum interatomic distance between Culadder-Ochain becomes ;2.7 Å in the present phase which is much smaller than ;3.2 Å for the Sr-based x50 phase.,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto According to the detailed structure analysis on the present Ca-rich phase,51 the most drastic change after the Ca substitution is enhancement of the interaction between the ladder and the 1D chain subsystems. The minimum interatomic distance between Culadder-Ochain becomes ;2.7 Å in the present phase which is much smaller than ;3.2 Å for the Sr-based x50 phase.",Paper_6
This value is close to Cu-Oapical lengths for typical 2D high-Tc cuprates.,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto The minimum interatomic distance between Culadder-Ochain becomes ;2.7 Å in the present phase which is much smaller than ;3.2 Å for the Sr-based x50 phase. This value is close to Cu-Oapical lengths for typical 2D high-Tc cuprates.",Paper_6
It indi- cates hybridization of Culadder 3d and Ochain 2p orbitals.,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto This value is close to Cu-Oapical lengths for typical 2D high-Tc cuprates. It indi- cates hybridization of Culadder 3d and Ochain 2p orbitals.",Paper_6
"As a result, 30–50 % Cu atoms in the ladder sheet are coordinated pyramidally by ﬁve oxygen atoms including an apical oxy- gen atom belonging to the twisted 1D CuO2 chain.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto It indi- cates hybridization of Culadder 3d and Ochain 2p orbitals. As a result, 30–50 % Cu atoms in the ladder sheet are coordinated pyramidally by ﬁve oxygen atoms including an apical oxy- gen atom belonging to the twisted 1D CuO2 chain.",Paper_6
13 where some of the Cu atoms in the ladder are coordinated by apical oxygen atoms belonging to upper or lower CuO2 chain plane.,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto As a result, 30–50 % Cu atoms in the ladder sheet are coordinated pyramidally by ﬁve oxygen atoms including an apical oxy- gen atom belonging to the twisted 1D CuO2 chain. 13 where some of the Cu atoms in the ladder are coordinated by apical oxygen atoms belonging to upper or lower CuO2 chain plane.",Paper_6
"In the present system, the formal oxidation state of Cu is 12.25 if d50.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto 13 where some of the Cu atoms in the ladder are coordinated by apical oxygen atoms belonging to upper or lower CuO2 chain plane. In the present system, the formal oxidation state of Cu is 12.25 if d50.",Paper_6
"If the Cu2O3 ladder and CuO2 chain sheets are not interacted, the holes enter preferably into CuO2 chains, which are more electronegative than Cu2O3 planes.52 How- ever, shrinkage of the intersheet distance leads to redistribu- tion of holes between them.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto In the present system, the formal oxidation state of Cu is 12.25 if d50. If the Cu2O3 ladder and CuO2 chain sheets are not interacted, the holes enter preferably into CuO2 chains, which are more electronegative than Cu2O3 planes.52 How- ever, shrinkage of the intersheet distance leads to redistribu- tion of holes between them.",Paper_6
"suggested by bond- valence-sum calculations that holes are almost completely located at the 1D chain sites in Sr14Cu24O411d and they move into ladder sites with increasing the Ca content.38 After the Ca substitution, Osafune et al.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto If the Cu2O3 ladder and CuO2 chain sheets are not interacted, the holes enter preferably into CuO2 chains, which are more electronegative than Cu2O3 planes.52 How- ever, shrinkage of the intersheet distance leads to redistribu- tion of holes between them. suggested by bond- valence-sum calculations that holes are almost completely located at the 1D chain sites in Sr14Cu24O411d and they move into ladder sites with increasing the Ca content.38 After the Ca substitution, Osafune et al.",Paper_6
"Based on this result they proposed the charge redistribution from the 1D chain site to the ladder one.53 From Madelung potential calculations, Mizumo and co-workers have also concluded that holes are located on the 1D chain in the Sr-based phase and Ca substitution makes them move to the ladder.54,55 The ladder subsystem is more conductive than the 1D chain along the c axis since it has a larger transfer integral due to ;180° Cu-O-Cu bond com- pared with ;90° Cu-O-Cu bond in the 1D chain.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto suggested by bond- valence-sum calculations that holes are almost completely located at the 1D chain sites in Sr14Cu24O411d and they move into ladder sites with increasing the Ca content.38 After the Ca substitution, Osafune et al. Based on this result they proposed the charge redistribution from the 1D chain site to the ladder one.53 From Madelung potential calculations, Mizumo and co-workers have also concluded that holes are located on the 1D chain in the Sr-based phase and Ca substitution makes them move to the ladder.54,55 The ladder subsystem is more conductive than the 1D chain along the c axis since it has a larger transfer integral due to ;180° Cu-O-Cu bond com- pared with ;90° Cu-O-Cu bond in the 1D chain.",Paper_6
"For the ﬁve-coordinated Cu atom, Cu-O distances within the ladder plane are shortened substantially compared with the four-coordinated Cu atom51 suggesting that holes are introduced into the antibonding Cu 3d and O 2p hybrid orbitals of the ladder plane.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto Based on this result they proposed the charge redistribution from the 1D chain site to the ladder one.53 From Madelung potential calculations, Mizumo and co-workers have also concluded that holes are located on the 1D chain in the Sr-based phase and Ca substitution makes them move to the ladder.54,55 The ladder subsystem is more conductive than the 1D chain along the c axis since it has a larger transfer integral due to ;180° Cu-O-Cu bond com- pared with ;90° Cu-O-Cu bond in the 1D chain. For the ﬁve-coordinated Cu atom, Cu-O distances within the ladder plane are shortened substantially compared with the four-coordinated Cu atom51 suggesting that holes are introduced into the antibonding Cu 3d and O 2p hybrid orbitals of the ladder plane.",Paper_6
"Under high pressure, the interaction between the ladder and the 1D chain should be more pronounced because of the large shrinkage along the b axis.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto For the ﬁve-coordinated Cu atom, Cu-O distances within the ladder plane are shortened substantially compared with the four-coordinated Cu atom51 suggesting that holes are introduced into the antibonding Cu 3d and O 2p hybrid orbitals of the ladder plane. Under high pressure, the interaction between the ladder and the 1D chain should be more pronounced because of the large shrinkage along the b axis.",Paper_6
"At P55 GPa, for instance, the Culadder-Oapical bondlength is roughly calculated as ;2.5 Å according to the present compressibility data.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto Under high pressure, the interaction between the ladder and the 1D chain should be more pronounced because of the large shrinkage along the b axis. At P55 GPa, for instance, the Culadder-Oapical bondlength is roughly calculated as ;2.5 Å according to the present compressibility data.",Paper_6
"At ambient pressure, the r2T curve shows a broad hump with two metal-semiconductor-like transitions near 160 and 50 K. This strange and characteristic behavior has been ob- served in samples with the Ca content x>13.0.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto At P55 GPa, for instance, the Culadder-Oapical bondlength is roughly calculated as ;2.5 Å according to the present compressibility data. At ambient pressure, the r2T curve shows a broad hump with two metal-semiconductor-like transitions near 160 and 50 K. This strange and characteristic behavior has been ob- served in samples with the Ca content x>13.0.",Paper_6
The ﬁrst increase near 160 K reminds us of an incomplete Peierls- transition observed in a quasi-1D system such as NbSe3.56–59 The resistivity of NbSe3 shows a downturn soon after the transition because of incomplete nesting of the Fermi surface owing to two-dimensional character in its electronic struc- FIG.,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto At ambient pressure, the r2T curve shows a broad hump with two metal-semiconductor-like transitions near 160 and 50 K. This strange and characteristic behavior has been ob- served in samples with the Ca content x>13.0. The ﬁrst increase near 160 K reminds us of an incomplete Peierls- transition observed in a quasi-1D system such as NbSe3.56–59 The resistivity of NbSe3 shows a downturn soon after the transition because of incomplete nesting of the Fermi surface owing to two-dimensional character in its electronic struc- FIG.",Paper_6
The shaded oxygen atoms of the upper or lower CuO2 chains are bound to the Cu atoms of the ladder plane.,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto The ﬁrst increase near 160 K reminds us of an incomplete Peierls- transition observed in a quasi-1D system such as NbSe3.56–59 The resistivity of NbSe3 shows a downturn soon after the transition because of incomplete nesting of the Fermi surface owing to two-dimensional character in its electronic struc- FIG. The shaded oxygen atoms of the upper or lower CuO2 chains are bound to the Cu atoms of the ladder plane.",Paper_6
618 57 M. ISOBE et al.,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto The shaded oxygen atoms of the upper or lower CuO2 chains are bound to the Cu atoms of the ladder plane. 618 57 M. ISOBE et al.",Paper_6
The ﬁrst transition near 160 K may be attributed to the incomplete Peierls-transition.,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto 618 57 M. ISOBE et al. The ﬁrst transition near 160 K may be attributed to the incomplete Peierls-transition.",Paper_6
"decreases substantially under high pres- sure and it becomes metallic even in a low-temperature region.60 Here, we note variation of the a axis under high pressure.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto The ﬁrst transition near 160 K may be attributed to the incomplete Peierls-transition. decreases substantially under high pres- sure and it becomes metallic even in a low-temperature region.60 Here, we note variation of the a axis under high pressure.",Paper_6
"However, Sr4Ca10Cu24O411d did not show superconductivity up to 8.5 GPa.61 As shown in Table I, both the a and c axis shrink in nearly the same percentage after the Ca substitution, whereas pressure induces, in the high-temperature region, more aniso- tropic intraplane shrinkage with a larger percentage along the c axis than along the a axis.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto decreases substantially under high pres- sure and it becomes metallic even in a low-temperature region.60 Here, we note variation of the a axis under high pressure. However, Sr4Ca10Cu24O411d did not show superconductivity up to 8.5 GPa.61 As shown in Table I, both the a and c axis shrink in nearly the same percentage after the Ca substitution, whereas pressure induces, in the high-temperature region, more aniso- tropic intraplane shrinkage with a larger percentage along the c axis than along the a axis.",Paper_6
"Expecting direct observation of the Peierls transition, we carried out electron-diffraction measurements around 100 K, but no evidence for it was obtained.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto However, Sr4Ca10Cu24O411d did not show superconductivity up to 8.5 GPa.61 As shown in Table I, both the a and c axis shrink in nearly the same percentage after the Ca substitution, whereas pressure induces, in the high-temperature region, more aniso- tropic intraplane shrinkage with a larger percentage along the c axis than along the a axis. Expecting direct observation of the Peierls transition, we carried out electron-diffraction measurements around 100 K, but no evidence for it was obtained.",Paper_6
"In the temperature de- pendence of the b axis, however, we found an anomalous behavior near 150 K where the b axis does not change smoothly as a function of temperature, which cannot be in- terpreted using the classical Gru¨neisen’s equation of state.62 If there is really a breaking point, it means an abrupt change of the thermal-expansion coefﬁcient and the presence of a second-order phase transition.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto Expecting direct observation of the Peierls transition, we carried out electron-diffraction measurements around 100 K, but no evidence for it was obtained. In the temperature de- pendence of the b axis, however, we found an anomalous behavior near 150 K where the b axis does not change smoothly as a function of temperature, which cannot be in- terpreted using the classical Gru¨neisen’s equation of state.62 If there is really a breaking point, it means an abrupt change of the thermal-expansion coefﬁcient and the presence of a second-order phase transition.",Paper_6
"This anomaly may correspond to the increase of resistivity near 160 K. We need, however, more detailed studies to clarify this point.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto In the temperature de- pendence of the b axis, however, we found an anomalous behavior near 150 K where the b axis does not change smoothly as a function of temperature, which cannot be in- terpreted using the classical Gru¨neisen’s equation of state.62 If there is really a breaking point, it means an abrupt change of the thermal-expansion coefﬁcient and the presence of a second-order phase transition. This anomaly may correspond to the increase of resistivity near 160 K. We need, however, more detailed studies to clarify this point.",Paper_6
"14, we plotted low-temperature resistivity data of 0–5 GPa nor- malized at 30 K using the formula of the variable-range- hopping ~VRH!","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto This anomaly may correspond to the increase of resistivity near 160 K. We need, however, more detailed studies to clarify this point. 14, we plotted low-temperature resistivity data of 0–5 GPa nor- malized at 30 K using the formula of the variable-range- hopping ~VRH!",Paper_6
"scheme: r}exp@2(Q/T)1/(d11)#, where Q is a parameter in proportion to inverse of density of states at Fermi-surface N(EF), and d is the dimensionality of the car- rier conduction.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto 14, we plotted low-temperature resistivity data of 0–5 GPa nor- malized at 30 K using the formula of the variable-range- hopping ~VRH! scheme: r}exp@2(Q/T)1/(d11)#, where Q is a parameter in proportion to inverse of density of states at Fermi-surface N(EF), and d is the dimensionality of the car- rier conduction.",Paper_6
The data could be well ﬁtted assuming d53 as shown in Fig.,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto scheme: r}exp@2(Q/T)1/(d11)#, where Q is a parameter in proportion to inverse of density of states at Fermi-surface N(EF), and d is the dimensionality of the car- rier conduction. The data could be well ﬁtted assuming d53 as shown in Fig.",Paper_6
"However, the difference between the ﬁttings with d53 and d51 or 2 was not statistically signiﬁ- cant.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto The data could be well ﬁtted assuming d53 as shown in Fig. However, the difference between the ﬁttings with d53 and d51 or 2 was not statistically signiﬁ- cant.",Paper_6
"14, the slope decreases continuously with increasing pressure.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto However, the difference between the ﬁttings with d53 and d51 or 2 was not statistically signiﬁ- cant. 14, the slope decreases continuously with increasing pressure.",Paper_6
"When P 55 GPa, the carrier localization vanishes and Tc takes the maximum.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto 14, the slope decreases continuously with increasing pressure. When P 55 GPa, the carrier localization vanishes and Tc takes the maximum.",Paper_6
The reason for the suppression of the superconductivity in the metallic state above 5 GPa is not yet clear.,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto When P 55 GPa, the carrier localization vanishes and Tc takes the maximum. The reason for the suppression of the superconductivity in the metallic state above 5 GPa is not yet clear.",Paper_6
"To discuss the electronic structure in the metallic region, we ﬁtted the resis- tivity data of 5–6 GPa using a power-law function of r 5r01ATn ~r0 : residual resistivity!.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto The reason for the suppression of the superconductivity in the metallic state above 5 GPa is not yet clear. To discuss the electronic structure in the metallic region, we ﬁtted the resis- tivity data of 5–6 GPa using a power-law function of r 5r01ATn ~r0 : residual resistivity!.",Paper_6
"The data are well ﬁtted assuming n between 1 and ;2 over a wide temperature range at least up to ;200 K. Around 300 K, the r(T) deviates from the power law with the constant n and obeys T-linear dependence.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto To discuss the electronic structure in the metallic region, we ﬁtted the resis- tivity data of 5–6 GPa using a power-law function of r 5r01ATn ~r0 : residual resistivity!. The data are well ﬁtted assuming n between 1 and ;2 over a wide temperature range at least up to ;200 K. Around 300 K, the r(T) deviates from the power law with the constant n and obeys T-linear dependence.",Paper_6
"theory which is based on the electron-phonon scattering.62 In the BG theory, the exponent n changes from 5 to 1 within a narrow temperature FIG.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto The data are well ﬁtted assuming n between 1 and ;2 over a wide temperature range at least up to ;200 K. Around 300 K, the r(T) deviates from the power law with the constant n and obeys T-linear dependence. theory which is based on the electron-phonon scattering.62 In the BG theory, the exponent n changes from 5 to 1 within a narrow temperature FIG.",Paper_6
Logarithmic resistivity ln@r(T)/r(30 K)# plotted against 1/T4.,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto theory which is based on the electron-phonon scattering.62 In the BG theory, the exponent n changes from 5 to 1 within a narrow temperature FIG. Logarithmic resistivity ln@r(T)/r(30 K)# plotted against 1/T4.",Paper_6
A logarithmic plot of (r2r0) versus T for the data above 5 GPa.,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto Logarithmic resistivity ln@r(T)/r(30 K)# plotted against 1/T4. A logarithmic plot of (r2r0) versus T for the data above 5 GPa.",Paper_6
57 619 STRUCTURAL AND ELECTRICAL PROPERTIES UNDER .,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto A logarithmic plot of (r2r0) versus T for the data above 5 GPa. 57 619 STRUCTURAL AND ELECTRICAL PROPERTIES UNDER .",Paper_6
range below Debye temperature uD : roughly speaking n ;5 for T;0 and n;1 for T.0.3uD .,"Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto 57 619 STRUCTURAL AND ELECTRICAL PROPERTIES UNDER . range below Debye temperature uD : roughly speaking n ;5 for T;0 and n;1 for T.0.3uD .",Paper_6
"Based on the fact that the resistivity obeys r5r01AT2, Uehara et al.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto range below Debye temperature uD : roughly speaking n ;5 for T;0 and n;1 for T.0.3uD . Based on the fact that the resistivity obeys r5r01AT2, Uehara et al.",Paper_6
"have proposed the normal Fermi-liquid state for the present system under high pressure where superconduc- tivity is realized.40 Our data at 5 GPa seems to, roughly speaking, obey the T-square law, as well.","Structural and electrical properties under high pressure for the superconducting spin-ladder system Sr0.4Ca13.6Cu24O411d M. Isobe, T. Ohta, M. Onoda, F. Izumi, S. Nakano, J. Q. Li,* Y. Matsui, and E. Takayama-Muromachi National Institute for Research in Inorganic Materials (NIRIM), 1-1 Namiki, Tsukuba, Ibaraki 305 Japan T. Matsumoto Based on the fact that the resistivity obeys r5r01AT2, Uehara et al. have proposed the normal Fermi-liquid state for the present system under high pressure where superconduc- tivity is realized.40 Our data at 5 GPa seems to, roughly speaking, obey the T-square law, as well.",Paper_6
